Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
20-038451,2020-08,08/26/2020 09:51,Y, , ,1, ,250000,3,LOITERING-BEGGING,3518,S GRAND BLVD,25, , , , ,893530.5,1004900
20-038454,2020-08,08/26/2020 10:00,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,5008,PERNOD AVE,14, , ,5008,PERNOD,884132.7,1005471
20-038457,2020-08,08/26/2020 10:04,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,S BROADWAY / MARINE AVE,18, , , , ,900351.4,1003705
20-038466,2020-08,08/26/2020 10:22,Y, , ,1, , 52122,1,BURGLARY-BUSINESS/DAY/UNLAW ENT/UNOCCUPIED,5201,S GRAND BLVD,3,DOMINOS, ,5201,GRAND,891031.8,997070.8
20-038464,2020-08,08/26/2020 10:25,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,SHAW BLVD / THURMAN AVE,27, , , , ,891522.2,1013310
20-038658,2020-08,08/26/2020 10:28,Y, , ,1, ,241100,5,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4145,LINDELL BLVD,38,CROWN VISION, ,4145,LINDELL,892499.6,1022046
20-038542,2020-08,08/26/2020 11:00,Y, , ,1, , 71030,5,AUTO THEFT-PERM RETNT/JOY RIDE,1391,HODIAMONT AVE,78, , , , ,880856.8,1033748
20-039254,2020-08,08/26/2020 11:15,Y, , ,1, ,130000,3,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",100,PRESIDENT ST,18, , , , ,901409,1002975
20-038476,2020-08,08/26/2020 11:15,Y, , ,1, ,121000,3,EMBEZZLEMENT-VALUE OVER $150,3846,S GRAND BLVD,16, , ,3846,GRAND,893423.6,1002800
20-038492,2020-08,08/26/2020 11:19,Y, , ,1, , 63701,1,LARCENY-SHOPLIFT UNDER $500,6411,GRAVOIS AVE,6,WALGREENS, ,6411,GRAVOIS,882783.4,997934.3
20-038487,2020-08,08/26/2020 12:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,ILLINOIS AVE / OSAGE ST,18, , , , ,899104.1,1001039
20-038489,2020-08,08/26/2020 12:00,Y, , ,1, ,151400,6,WEAPONS-STATE VIOL/DEFACED FIREARM,7947,N BROADWAY,74, , ,7947,BROADWAY,897029.6,1046977
20-038494,2020-08,08/26/2020 12:04,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,MICHIGAN AVE / MOTT ST,1, , , , ,891028.4,991614.1
20-038484,2020-08,08/26/2020 12:05,Y, , ,1, ,152200,1,WEAPONS-CITY VIOL/DISCHRGING IN CITY,0,HOLLY HILLS AVE / MICHIGAN AVE,1, , ,6601,MICHIGAN,891458.3,992099.3
20-038498,2020-08,08/26/2020 12:25,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,4061,LINDELL BLVD,38, , ,4061,LINDELL,892936.5,1022037
20-038495,2020-08,08/26/2020 12:30,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3857,SAINT LOUIS AVE,59, , ,3857,SAINT LOUIS,898541,1028464
20-038491,2020-08,08/26/2020 12:35,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,100,N 7TH ST,35, , , , ,908422.1,1017299
20-038523,2020-08,08/26/2020 13:00,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",5628,ENRIGHT AVE,48, , ,5629,ENRIGHT,882347.8,1027408
20-038504,2020-08,08/26/2020 13:39,Y, , ,1, ,263299,5,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,5370,DR MARTIN LUTHER KING DR,78, , , , ,885677.6,1031910
20-038648,2020-08,08/26/2020 14:00,Y, , ,1, , 51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,7518,PENNSYLVANIA AVE,2, ,1ST FL,7518,PENNSYLVANIA,889346.5,988546.8
20-038668,2020-08,08/26/2020 14:19,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,1315,MARCUS AVE,54, , ,1315,MARCUS,890134.4,1028802
20-038537,2020-08,08/26/2020 14:20,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,208,N 9TH ST,35, , ,208,9TH,907701.2,1017745
20-038551,2020-08,08/26/2020 14:20,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2762,HERMITAGE AVE,10, , ,2762,HERMITAGE,875292.4,1011497
20-038520,2020-08,08/26/2020 14:22,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,N BROADWAY / E TAYLOR AVE,79, , , , ,899958.6,1038855
20-038865,2020-08,08/26/2020 14:30,Y, , ,1, , 69602,1,"LARCENY-ALL OTHER $500 - $24,999",911,FILLMORE ST,1, , ,911,FILLMORE,890666.4,994198.9
20-038525,2020-08,08/26/2020 14:54,Y, , ,1, , 32111,1,ROBBERY-RESIDENCE/FIREARM USED/SUCCESSFUL,3531,BINGHAM AVE,16, , ,3531,BINGHAM,893358.1,999917.8
20-039258,2020-08,08/26/2020 15:00,Y, , ,1, , 65601,5,"LARCENY-MTR VEH PARTS $500 - $24,999",5183,RAYMOND AVE,51, , ,5183,RAYMOND,886115.3,1028508
20-038522,2020-08,08/26/2020 15:03,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,8822,LOWELL ST,74, , ,8822,LOWELL,898142.7,1052663
20-038527,2020-08,08/26/2020 15:30,Y, , ,1, ,182400,4,DRUGS-POSSESSION/MARIJUANA,1513,N 13TH ST,60, , ,1513,13TH,907625.4,1022548
20-038559,2020-08,08/26/2020 15:30,Y, , ,1, , 67601,6,"LARCENY-FROM BUILDING $500 - $24,999",5003,GOODFELLOW BLVD,76,BP GAS STATION, , , ,887701.6,1044511
20-039151,2020-08,08/26/2020 15:55,Y, , ,1, , 67701,2,LARCENY-FROM BUILDING UNDER $500,5430,CHIPPEWA ST,7, , ,5430,CHIPPEWA,881787.9,1004516
20-038703,2020-08,08/26/2020 16:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,0,N 9TH ST / PINE ST,35, , , , ,907693.9,1017720
20-038619,2020-08,08/26/2020 16:00,Y, , ,1, , 51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4165,EICHELBERGER ST,5, , ,4165,EICHELBERGER,887190.4,999262.2
20-038540,2020-08,08/26/2020 16:00,Y, , ,1, , 61701,1,LARCENY-PICKPOCKET UNDER $500,504,BATES ST,1, , ,504,BATES,892637.8,994365.9
20-038539,2020-08,08/26/2020 16:15,Y, , ,1, , 43013,1,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,7517,VIRGINIA AVE,2, ,FIRST FLOOR LIVING ROOM,7517,VIRGINIA,888356.7,989350.3
20-038534,2020-08,08/26/2020 16:20,Y, , ,1, ,130000,4,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",2932,JAMES COOL PAPA BELL AVE,59, , ,2900,JAMES COOL PAPA BELL,900517.5,1022982
20-038535,2020-08,08/26/2020 16:23,Y, , ,1, ,266510,3,PUBLIC ORDER-TRESPASSING,2700,S GRAND BLVD,25, , ,2700,GRAND,894294.3,1010118
20-038536,2020-08,08/26/2020 16:35,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",2410,N NEWSTEAD AVE,57, ,ALIAS N NEWSTEAD AVE/ST FERDINAND AV, , ,893486.3,1029286
20-038549,2020-08,08/26/2020 16:40,Y, , ,1, ,152200,4,WEAPONS-CITY VIOL/DISCHRGING IN CITY,0,N 22ND ST / SAINT LOUIS AVE,60, , , , ,904376.3,1026273
20-038576,2020-08,08/26/2020 16:50,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,7037,DALE AVE,44, , ,7037,DALE,874886.1,1017273
20-038546,2020-08,08/26/2020 16:50,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3827,OHIO AVE,16, , ,3827,OHIO,897466.6,1002182
20-038545,2020-08,08/26/2020 17:15,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,DELMAR BLVD / WALTON AVE,38, , , , ,889445,1026076
20-038547,2020-08,08/26/2020 17:24,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,LOUGHBOROUGH / S. BROADWAY,1, , , , ,0,0
20-038550,2020-08,08/26/2020 17:25,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,4451,FOREST PARK AVE,38, ,@PARKVIEW APTS,4451,FOREST PARK,889537.3,1021388
20-038637,2020-08,08/26/2020 17:30,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,3871,CONNECTICUT ST,15, , ,3871,CONNECTICUT,891935.7,1007746
20-038558,2020-08,08/26/2020 17:40,Y, , ,1, , 43013,4,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,0,N 8TH ST / CHESTNUT ST,35, , , , ,907936.5,1017355
20-038558,2020-08,08/26/2020 17:40,Y, , ,1, , 43013,4,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,0,N 8TH ST / CHESTNUT ST,35, , , , ,907936.5,1017355
20-038558,2020-08,08/26/2020 17:40,Y, , ,1, , 43021,4,AGG.ASSAULT-OTH DANG WEP/CTZEN CHLD 1ST DEGREE,0,N 8TH ST / CHESTNUT ST,35, , , , ,907936.5,1017355
20-038560,2020-08,08/26/2020 17:45,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,4700,HOLLY HILLS AVE,4, , , , ,882999.1,997819.3
20-038631,2020-08,08/26/2020 18:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4108,LOUISIANA AVE,16, , ,4108,LOUISIANA,894114.1,1000898
20-038707,2020-08,08/26/2020 18:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,1424,NEWHOUSE AVE,65, , ,1424,NEWHOUSE,905294.6,1030992
20-038554,2020-08,08/26/2020 18:01,Y, , ,1, ,151110,5,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,0,ARLINGTON AVE / DR MARTIN LUTH,78, ,ALIAS MLK/ARLINGTON, , ,885677.6,1031910
20-038566,2020-08,08/26/2020 18:30,Y, , ,1, , 71030,2,AUTO THEFT-PERM RETNT/JOY RIDE,6973,CHIPPEWA ST,9, , , , ,874048.3,1003038
20-038654,2020-08,08/26/2020 18:30,Y, , ,1, , 51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3115,MIAMI ST,19, , ,3115,MIAMI,895691,1004203
20-038567,2020-08,08/26/2020 19:00,Y, , ,1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,3150,SUBLETTE AVE,13, ,@YMCA-SOUTHCITY,3150,SUBLETTE,882868.8,1008791
20-038630,2020-08,08/26/2020 19:00,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,4475,MARYLAND AVE,38, , ,4475,MARYLAND,889878.5,1023556
20-038884,2020-08,08/26/2020 19:00,Y, , ,1, , 69602,6,"LARCENY-ALL OTHER $500 - $24,999",4611,ANDERSON AVE,69, , ,4611,ANDERSON,895249.9,1036347
20-038569,2020-08,08/26/2020 19:20,Y, , ,1, ,182400,6,DRUGS-POSSESSION/MARIJUANA,0,RED BUD AVE / ROSALIE ST,68, , , , ,898762.7,1035109
20-038636,2020-08,08/26/2020 19:30,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1113,N 8TH ST,62, , ,1113,8TH,908760.1,1020346
20-038571,2020-08,08/26/2020 19:36,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",5628,ENRIGHT AVE,48, , ,5628,ENRIGHT,882347.8,1027408
20-038629,2020-08,08/26/2020 20:00,Y, , ,1, , 64711,1,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,7211,MINNESOTA AVE,1, , ,7211,MINNESOTA,889648,989728.6
20-038583,2020-08,08/26/2020 20:00,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,4217,S GRAND BLVD,16, ,1ST FLOOR APT,4217,GRAND,893142.7,1000290
20-038572,2020-08,08/26/2020 20:07,Y, , ,1, ,229999,3,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,3446,S GRAND BLVD,25, , ,3446,GRAND,893621.8,1005628
20-038573,2020-08,08/26/2020 20:07,Y, , ,1, ,263299,5,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,N KINGSHIGHWAY BLVD / PERSHING,38, , , , ,887543.1,1024485
20-038592,2020-08,08/26/2020 20:30,Y, , ,1, , 10000,1,HOMICIDE,5215,S KINGSHIGHWAY BLVD,7, , ,5215,KINGSHIGHWAY,883481.8,1000883
20-038575,2020-08,08/26/2020 20:31,Y, , ,1, ,229999,3,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,2607,GRAVOIS AVE,24, , ,2607,GRAVOIS,899242.4,1009280
20-038581,2020-08,08/26/2020 20:33,Y, , ,1, ,241100,5,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,437,N EUCLID AVE,38, , ,437,EUCLID,888416.8,1025493
20-038686,2020-08,08/26/2020 20:47,Y, , ,1, ,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY,4268,RED BUD AVE,68, , ,4268,RED BUD,898360.1,1034678
20-038584,2020-08,08/26/2020 21:00,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,721,N TUCKER BLVD,36,SHELL,ALIAS TUCKER/DELMAR, , ,906857.6,1019492
20-038588,2020-08,08/26/2020 21:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4139,DELMAR BLVD,58, , ,4139,DELMAR,893511.6,1024221
20-038652,2020-08,08/26/2020 21:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4500,PENNSYLVANIA AVE,17, , ,4500,PENNSYLVANIA,895335.3,998107.8
20-038595,2020-08,08/26/2020 21:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2653,RUTGER ST,31, , ,2653,RUTGER,899803.8,1014878
20-038659,2020-08,08/26/2020 21:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,2056,LAFAYETTE AVE,32, , ,2056,LAFAYETTE,901238.4,1012496
20-038587,2020-08,08/26/2020 21:18,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4231,DARBY ST,70, , ,4231,DARBY,885196.8,1040926
20-038589,2020-08,08/26/2020 21:31,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,2505,HODIAMONT AVE,50, ,APT G,2505,HODIAMONT,882087.8,1035986
20-038616,2020-08,08/26/2020 22:00,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5590,W FLORISSANT AVE,72,NORTHWAY MARKET, , , ,893144.3,1044000
20-038650,2020-08,08/26/2020 22:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,4250,BATES ST,5, , ,4250,BATES,886361.3,998496.1
20-038596,2020-08,08/26/2020 22:30,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2920,N NEWSTEAD AVE,56, , ,2920,NEWSTEAD,894515.1,1030959
20-038605,2020-08,08/26/2020 22:30,Y, , ,1, , 65601,1,"LARCENY-MTR VEH PARTS $500 - $24,999",8115,WATER ST,2, , ,8115,WATER,888365.8,986653.4
20-038601,2020-08,08/26/2020 22:35,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,219,CASS AVE,64, ,APT 215,219,CASS,910262.1,1021899
20-038624,2020-08,08/26/2020 23:00,Y, , ,1, ,241100,5,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3339,UNION BLVD,50, , ,3339,UNION,888794.1,1035695
20-038606,2020-08,08/26/2020 23:00,Y, , ,1, , 10000,3,HOMICIDE,1120,S 11TH ST,34, , , , ,905505.1,1013933
20-038607,2020-08,08/26/2020 23:24,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,6124,N BROADWAY,79, ,LOVES TRAVEL STOP,6125,BROADWAY,900558.8,1038456
20-038602,2020-08,08/26/2020 23:45,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,0,N 15TH ST / OLIVE ST,36, , , , ,905444.9,1018627
20-038604,2020-08,08/26/2020 23:50,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,0,HALLS FERRY RD / HOWELL ST,74, , , , ,894512.2,1051673
20-038728,2020-08,08/27/2017 14:29,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,4064,FINNEY AVE,58, , ,4064,FINNEY,894483.8,1025121
20-038664,2020-08,08/27/2020 00:01,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1401,LASALLE LN,33,PEABODY, ,1401,LASALLE,904318.4,1014165
20-038632,2020-08,08/27/2020 00:01,Y, , ,1, , 72140,1,AUTO THEFT-TRUCK/PERM RETNT/ATTEMPT,4433,NEBRASKA AVE,17, , ,4439,NEBRASKA,895531.9,998435.9
20-038612,2020-08,08/27/2020 00:01,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1238,SHAWMUT PL,48, , ,1238,SHAWMUT,882355.5,1031445
20-038639,2020-08,08/27/2020 00:05,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,6527,MICHIGAN AVE,1, ,UPSTRS,6527,MICHIGAN,890941.1,991718.2
20-038615,2020-08,08/27/2020 00:07,Y, , ,1, , 10000,1,HOMICIDE,545,W DAVIS ST,2, , ,4949, ,886653.2,987997.7
20-038609,2020-08,08/27/2020 00:23,Y, , ,1, , 51222,3,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED,2145,S JEFFERSON AVE,24, ,RESIDENCE,2145,JEFFERSON,899503.8,1011012
20-038685,2020-08,08/27/2020 00:40,Y, , ,1, ,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY,4260,HARRIS AVE,68, , ,4260,HARRIS,898614.8,1034411
20-038634,2020-08,08/27/2020 01:00,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3851,POTOMAC ST,15, , ,3851,POTOMAC,891493.7,1005484
20-038613,2020-08,08/27/2020 01:10,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,GOODFELLOW BLVD / NATURAL BRID,50, , , , ,885538.8,1038700
20-038688,2020-08,08/27/2020 01:30,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,3535,GOODFELLOW BLVD,50, , ,3535,GOODFELLOW,885029.4,1038336
20-038684,2020-08,08/27/2020 02:00,Y, , ,1, , 67601,1,"LARCENY-FROM BUILDING $500 - $24,999",3517,BINGHAM AVE,16, , ,3517,BINGHAM,893494.5,999826.4
20-038618,2020-08,08/27/2020 02:20,Y, , ,1, ,182250,4,DRUGS-POSSESSION/COCAINE,0,BLAIR AVE / DODIER ST,63, , , , ,906157.3,1026593
20-038622,2020-08,08/27/2020 02:30,Y, , ,1, ,130000,1,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",5017,S 38TH ST,16,SEALERS INC.,LOADING BAY,5017,38TH,890395.6,998367.9
20-038617,2020-08,08/27/2020 02:31,Y, , ,1, ,130000,4,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",0,EVANS AVE / N VANDEVENTER AVE,77, , , , ,896400.2,1025546
20-038620,2020-08,08/27/2020 02:50,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,8300,N BROADWAY,74, ,@ENGINE CO 33,8300,BROADWAY,897262.5,1048372
20-038623,2020-08,08/27/2020 03:07,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1002,S VANDEVENTER AVE,28, ,@WHITE CASTLE - VANDEVENTER,1002,VANDEVENTER,892308.8,1017554
20-038729,2020-08,08/27/2020 06:36,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,50,MARYLAND PLZ,38, , ,50,MARYLAND,888098.3,1023746
20-038675,2020-08,08/27/2020 07:30,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,6801,HOFFMAN AVE,10,METRO ELECTRIC SUPPLY, ,6801,HOFFMAN,875721.5,1010932
20-038644,2020-08,08/27/2020 08:20,Y, , ,1, , 65711,2,LARCENY-MTR VEH PARTS UNDER $500 /ATTEMPT,4408,ARCO AVE,39, , ,4408,ARCO,889069.8,1017580
20-038665,2020-08,08/27/2020 08:30,Y, , ,1, , 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",4949,BARNES JEWISH HOSPITAL PLZ,38, ,@BARNES JEWISH HOSPITAL,4949, ,887396.8,1020150
20-038647,2020-08,08/27/2020 08:30,Y, , ,1, , 52112,4,BURGLARY-BUSINESS/DAY/FORCE ENT/UNOCCUPIED,1720,MARKET ST,36,POST OFFICE, , , ,904195.4,1017639
20-038643,2020-08,08/27/2020 08:36,Y, , ,1, , 31111,1,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,5819,MICHIGAN AVE,1, ,ALLEY BEHIND 5819 MICHIGAN AVE,5819,MICHIGAN,892554.6,993434.1
20-038649,2020-08,08/27/2020 09:13,Y, , ,1, ,182400,6,DRUGS-POSSESSION/MARIJUANA,4118,LEE AVE,68, , , , ,898998.6,1033037
20-038747,2020-08,08/27/2020 09:30,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,N 9TH ST / CONVENTION PZ,35, , ,1005,CONVENTION,908133.3,1019256
20-038653,2020-08,08/27/2020 09:30,Y, , ,1, ,266510,3,PUBLIC ORDER-TRESPASSING,2700,S GRAND BLVD,25,RULER FOODS, ,2700,GRAND,894294.3,1010118
20-038757,2020-08,08/27/2020 09:30,Y, , ,1, , 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",6250,WALSH ST,8, , ,6250,WALSH,877941.3,1001412
20-038661,2020-08,08/27/2020 09:50,Y, , ,1, , 43022,4,AGG.ASSAULT-OTH DANG WEP/CTZEN CHLD 2ND DEGREE,3505,N 11TH ST,65, , , , ,906644.8,1029344
20-038660,2020-08,08/27/2020 09:50,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",0,NATURAL BRIDGE AVE / UNION BLV,52, , , , ,889230.8,1036273
20-039448,2020-08,08/27/2020 10:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,3730,ARSENAL ST,15, , , , ,892850.6,1008454
20-039315,2020-08,08/27/2020 10:00,Y, , ,1, , 69602,2,"LARCENY-ALL OTHER $500 - $24,999",5751,DALE AVE,41, , ,5751,DALE,882012.5,1016347
20-039173,2020-08,08/27/2020 10:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4371,PENROSE ST,68, , ,4371,PENROSE,896893.8,1034727
20-038669,2020-08,08/27/2020 10:30,Y, , ,1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1457,LASALLE LN,33,PEABODY COMPLEX, ,1457,LASALLE,904006.9,1014252
20-038805,2020-08,08/27/2020 10:30,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,1543,SWITZER AVE,73, , ,1543,SWITZER,893466,1049356
20-038666,2020-08,08/27/2020 10:48,Y, , ,1, ,130000,4,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",3035,JAMES COOL PAPA BELL AVE,59, , , , ,899791.8,1023143
20-038679,2020-08,08/27/2020 10:50,Y, , ,1, , 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",5893,HIGHLAND AVE,50, , ,5893,HIGHLAND,883155.8,1035597
20-038931,2020-08,08/27/2020 11:00,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,6927,CHIPPEWA ST,9, , ,6927,CHIPPEWA,874432.7,1003273
20-038674,2020-08,08/27/2020 11:00,Y, , ,1, , 41013,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,0,S 37TH ST / NEOSHO ST,16, , , , ,891642.4,999047.9
20-038727,2020-08,08/27/2020 11:00,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",326,S 21ST ST,36, , ,326,21ST,902681.9,1017047
20-038680,2020-08,08/27/2020 11:20,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4217,SHREVE AVE,69, , ,4217,SHREVE,893913.6,1036456
20-038839,2020-08,08/27/2020 12:00,Y, , ,1, , 52312,6,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,5661,NATURAL BRIDGE AVE,70, , ,5661,NATURAL BRIDGE,886453.6,1038358
20-038701,2020-08,08/27/2020 12:23,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,2007,DELMAR BLVD,36, , , , ,903722.3,1020551
20-038696,2020-08,08/27/2020 12:35,Y, , ,1, , 31111,3,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,2300,ANN AVE,23, , ,2300,ANN,900231.1,1011007
20-038691,2020-08,08/27/2020 12:45,Y, , ,1, , 38111,3,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,0,S 12TH ST / ALLEN AVE,21, , , , ,903379.6,1010687
20-039500,2020-08,08/27/2020 12:59,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,8301,NEWBY ST,74, , ,8301,NEWBY,895635.8,1048493
20-038751,2020-08,08/27/2020 13:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2329,MARKET ST,36, , , , ,901807.6,1018829
20-038725,2020-08,08/27/2020 13:00,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",3437,MICHIGAN AVE,19, , ,3437,MICHIGAN,895585.9,1005073
20-038689,2020-08,08/27/2020 13:07,Y, , ,1, ,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY,8563,GILMORE AVE,74, , ,8563,GILMORE,894552.4,1048481
20-038699,2020-08,08/27/2020 13:27,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,N KINGSHIGHWAY BLVD / PAGE BLV,53, , , , ,888176.6,1029215
20-038706,2020-08,08/27/2020 14:10,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,N JEFFERSON AVE / OLIVE ST,36, , ,2334,OLIVE,901826.8,1019515
